Index,Temps,Hexadecimal_sans_p,Hexadecimal
1,163766367,8D4402AEEA253864013C08,8D4402AEEA253864013C08C8F6C8
2,537727461,8D40780DF82300060049B8,8D40780DF82300060049B8CDB2C7
3,539807478,8D40780D990C9037580416,8D40780D990C903758041674FFDF
4,543276580,8D40780DEA466867C33C08,8D40780DEA466867C33C081F96B6
5,545164622,8D40780D58B991D47FF1B0,8D40780D58B991D47FF1B01DA70F
6,554484856,8D40780DE10D1000000000,8D40780DE10D10000000001E43A4
7,555324760,8D40780D990C9037500416,8D40780D990C903750041674FFDF
8,562160022,8D40780DEA466867C33C08,8D40780DEA466867C33C081F96B6
9,563960022,8D40780D58B981D633F16B,8D40780D58B981D633F16BFD6314
10,566875251,8D40780D990C9037300416,8D40780D990C903730041674FFDF
11,567795230,8D40780D58B981D68BF15D,8D40780D58B981D68BF15DFD6314
12,573985310,8D40780D990C9037300415,8D40780D990C903730041574FFDF
13,576025315,8D40780D58B981D74FF13D,8D40780D58B981D74FF13D02971D
14,622912852,8D40780D990C9137380416,8D40780D990C91373804167AF25F
15,649715319,8D40780D990C9137180416,8D40780D990C91371804167AF25F
16,650795359,8D40780DF82300060049B8,8D40780DF82300060049B8CDB2C7
17,653184223,8D40780D990C9137180415,8D40780D990C91371804157AF25F
18,654304281,8D40780D58B981DE85F015,8D40780D58B981DE85F015FD1378
19,656024331,8D40780DEA466867C33C08,8D40780DEA466867C33C081F96B6
20,656591997,8D40780D990C9137180415,8D40780D990C91371804157AF25F
21,661017529,8D40780D990C9137180416,8D40780D990C91371804167AF25F
22,661577543,8D40780D58B9855FBFF05B,8D40780D58B9855FBFF05B3DD7B1
23,664759636,8D40780D990C9137180415,8D40780D990C91371804157AF25F
24,664839641,8D40780D58B981DF7DEFED,8D40780D58B981DF7DEFED02E771
25,665159675,8D40780DEA466867C33C08,8D40780DEA466867C33C081F96B6
26,667959721,8D40780DE10D1000000000,8D40780DE10D10000000001E43A4
27,668600065,8D40780D58B981DFD7EFDF,8D40780D58B981DFD7EFDF02E771
28,669720070,8D40780DF82300060049B8,8D40780DF82300060049B8CDB2C7
29,674952729,8D40780DEA466867C33C08,8D40780DEA466867C33C081F96B6
30,675752742,8D40780D58B9856101F027,8D40780D58B9856101F0273CA298
31,677057223,8D34618558B981CB8E027F,8D34618558B981CB8E027F48870F
32,678897237,8D346185990CBC34580417,8D346185990CBC34580417B7B154
33,679428965,8D40780D58B9856159F019,8D40780D58B9856159F0193CA298
34,683081355,8D346185990CBC34780417,8D346185990CBC34780417B7B154
35,688034777,8D3461852358C1F6DF71A0,8D3461852358C1F6DF71A0FE4816
36,688827554,8D34618558B9854D740237,8D34618558B9854D7402377793E2
37,689227610,8D346185EA466864013C08,8D346185EA466864013C08AAC634
38,690719419,8D40780D58B985625DEFF0,8D40780D58B985625DEFF0C34A8A
39,691227579,8D346185990CBC34780417,8D346185990CBC34780417B7B154
40,692457866,8D346185F82300060049B8,8D346185F82300060049B8870A57
41,692697834,8D34618558B9854DC60225,8D34618558B9854DC602257793E2
42,695057794,8D346185990CBC34780417,8D346185990CBC34780417B7B154
43,697847154,8D346185E109A600000000,8D346185E109A600000000600B1D
44,712606968,8D34618558B9854F7E01C5,8D34618558B9854F7E01C5778FF9
45,725284759,8D3461852358C1F6DF71A0,8D3461852358C1F6DF71A0FE4816
46,734786620,8D346185E109A600000000,8D346185E109A600000000600B1D
47,836659360,8D40780D990C9037380415,8D40780D990C903738041574FFDF
48,838139335,8D40780D58B9856FB3EDD3,8D40780D58B9856FB3EDD33CF6D9
49,839059414,8D40780DF82300060049B8,8D40780DF82300060049B8CDB2C7
50,841654582,8D40780D58B981EFBFED54,8D40780D58B981EFBFED5403C619
51,857844979,8D40780DF82300060049B8,8D40780DF82300060049B8CDB2C7
52,875085274,8D34618558B981DCC7FEB3,8D34618558B981DCC7FEB3B7B7F3
53,875565282,8D346185990CBB33F80816,8D346185990CBB33F808166241F0
54,878467890,8D34618558B981DD13FEA3,8D34618558B981DD13FEA34843FA
55,885302366,8D346185E109A600000000,8D346185E109A600000000600B1D
56,886342363,8D34618558B981DDC1FE7C,8D34618558B981DDC1FE7C4843FA
57,886782347,8D346185EA466864013C08,8D346185EA466864013C08AAC634
58,889746055,8D34618558B971DE0DFE6B,8D34618558B971DE0DFE6BECAFD7
59,890039514,8D40780D58B9757467ED13,8D40780D58B9757467ED13988A40
60,890106046,8D346185990CBB33F80817,8D346185990CBB33F808176241F0
61,892784695,8D40780DE10D1000000000,8D40780DE10D10000000001E43A4
62,893104525,8D40780D990C9137380815,8D40780D990C91373808157AF25F
63,893384613,8D40780D58B97574B5ED06,8D40780D58B97574B5ED06988A40
64,893384614,8D40780D58B97574B5ED06,8D40780D58B97574B5ED06988A40
65,896534689,8D40780D58B981F4D1EC83,8D40780D58B981F4D1EC83FCBEBF
66,896934655,8D40780D990C9137380815,8D40780D990C91373808157AF25F
67,900966899,8D40780D990C9137380815,8D40780D990C91373808157AF25F
68,901246883,8D40780DEA466867C33C08,8D40780DEA466867C33C081F96B6
69,905587047,8D346185EA466864013C08,8D346185EA466864013C08AAC634
70,912577864,8D346185990CBB33F80816,8D346185990CBB33F808166241F0
71,913097822,8D34618558B971E013FDF9,8D34618558B971E013FDF9EDDAFE
72,915577816,8D3461852358C1F6DF71A0,8D3461852358C1F6DF71A0FE4816
73,917368723,8D346185F82300060049B8,8D346185F82300060049B8870A57
74,930866556,8D34618558B971E19DFDA3,8D34618558B971E19DFDA3122EF7
75,933428699,8D346185EA466864013C08,8D346185EA466864013C08AAC634
76,934948679,8D34618558B971E1F9FD8E,8D34618558B971E1F9FD8E122EF7
77,938772895,8D34618558B971E24BFD7C,8D34618558B971E24BFD7CEDC6E5
78,939172862,8D346185990CBA33F80816,8D346185990CBA33F808166C4C70
79,942614177,8D34618558B9756321FD78,8D34618558B9756321FD782D022C
80,942774070,8D346185990CBA33F80816,8D346185990CBA33F808166C4C70
81,942854085,8D346185EA466864013C08,8D346185EA466864013C08AAC634
82,946287878,8D34618558B971E2F3FD57,8D34618558B971E2F3FD57EDC6E5
83,946287879,8D34618558B971E2F3FD57,8D34618558B971E2F3FD57EDC6E5
84,947007873,8D346185990CBA33F80816,8D346185990CBA33F808166C4C70
85,957373329,8D40780D58B971FA67EB9E,8D40780D58B971FA67EB9EA7EEC1
86,979671553,8D40780D990C9037300415,8D40780D990C903730041574FFDF
87,980811149,8D346185EA466864013C08,8D346185EA466864013C08AAC634
88,982251129,8D34618558B965667FFCBC,8D34618558B965667FFCBC321613
89,983945172,8D40780D58B971FCD5EB3A,8D40780D58B971FCD5EB3AA7CAEC
90,987009771,8D40780D990C9037300415,8D40780D990C903730041574FFDF
91,990000704,8D40780DF82300060049B8,8D40780DF82300060049B8CDB2C7
92,990346564,8D34618558B961E6C5FC7F,8D34618558B961E6C5FC7F0D26D3
93,990386555,8D346185EA466864013C08,8D346185EA466864013C08AAC634
94,990800710,8D40780D990C9037300415,8D40780D990C903730041574FFDF
95,991720745,8D40780D58B971FD8FEB1C,8D40780D58B971FD8FEB1C583EE5
96,999223317,8D346185990CBB33D80816,8D346185990CBB33D808166241F0
97,1005745112,8D34618558B961E81BFC34,8D34618558B961E81BFC340D7292
98,1006945122,8D346185990CBB33D80816,8D346185990CBB33D808166241F0
99,1008919972,8D346185EA466864013C08,8D346185EA466864013C08AAC634
100,1009639974,8D34618558B96568D7FC38,8D34618558B96568D7FC38324252
101,1011040018,8D346185990CBB33D80816,8D346185990CBB33D808166241F0
102,1011040019,8D346185990CBB33D80816,8D346185990CBB33D808166241F0
103,1013471527,8D34618558B9656929FC26,8D34618558B9656929FC26CDB65B
104,1014991609,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
105,1014991610,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
106,1016816394,8D34618558B9656973FC16,8D34618558B9656973FC16CDB65B
107,1018496398,8D346185EA466864013C08,8D346185EA466864013C08AAC634
108,1019176403,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
109,1020678334,8D34618558B961E969FBEA,8D34618558B961E969FBEAF2869B
110,1021812639,8D40780D58B9720057EAAA,8D40780D58B9720057EAAAB030FE
111,1023118231,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
112,1025155666,8D40780D58B97200A7EA9D,8D40780D58B97200A7EA9DB030FE
113,1026501261,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
114,1027661229,8D346185EA466864013C08,8D346185EA466864013C08AAC634
115,1027661230,8D346185EA466864013C08,8D346185EA466864013C08AAC634
116,1027821320,8D3461852358C1F6DF71A0,8D3461852358C1F6DF71A0FE4816
117,1027835817,8D40780D990C9037300415,8D40780D990C903730041574FFDF
118,1030568400,8D346185F82300060049B8,8D346185F82300060049B8870A57
119,1030608318,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
120,1034158794,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
121,1035558778,8D34618558B961EAADFBA2,8D34618558B961EAADFBA20D6E89
122,1036713905,8D346185EA466864013C08,8D346185EA466864013C08AAC634
123,1038274040,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
124,1038593906,8D346185E109A600000000,8D346185E109A600000000600B1D
125,1038993964,8D34618558B961EAF9FB92,8D34618558B961EAF9FB920D6E89
126,1042426240,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
127,1042426241,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
128,1043026232,8D34618558B961EB55FB7D,8D34618558B961EB55FB7DF29A80
129,1046219541,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
130,1046219542,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
131,1046299525,8D346185EA466864013C08,8D346185EA466864013C08AAC634
132,1046899543,8D34618558B961EBA7FB6B,8D34618558B961EBA7FB6BF29A80
133,1049565905,8D346185F82300060049B8,8D346185F82300060049B8870A57
134,1050245969,8D34618558B961EBF3FB5A,8D34618558B961EBF3FB5AF29A80
135,1050245970,8D34618558B961EBF3FB5A,8D34618558B961EBF3FB5AF29A80
136,1050606628,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
137,1054197588,8D34618558B9656C9FFB64,8D34618558B9656C9FFB64327A64
138,1054437592,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
139,1055797589,8D346185EA466864013C08,8D346185EA466864013C08AAC634
140,1057803317,8D34618558B961EC99FB35,8D34618558B961EC99FB350D4AA4
141,1057803318,8D34618558B961EC99FB35,8D34618558B961EC99FB350D4AA4
142,1058163388,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
143,1061755463,8D34618558B9656D43FB40,8D34618558B9656D43FB40CD8E6D
144,1061755464,8D34618558B9656D43FB40,8D34618558B9656D43FB40CD8E6D
145,1062275410,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
146,1065111880,8D346185EA466864013C08,8D346185EA466864013C08AAC634
147,1065111881,8D346185EA466864013C08,8D346185EA466864013C08AAC634
148,1065511888,8D34618558B9656D95FB2E,8D34618558B9656D95FB2ECD8E6D
149,1065551941,8D3461852358C1F6DF71A0,8D3461852358C1F6DF71A0FE4816
150,1066071885,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
151,1066071886,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
152,1069341832,8D34618558B961ED9DFAFC,8D34618558B961ED9DFAFCF2BEAD
153,1069341833,8D34618558B961ED9DFAFC,8D34618558B961ED9DFAFCF2BEAD
154,1070141871,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
155,1073366574,8D34618558B9656E41FB08,8D34618558B9656E41FB0832667F
156,1074166588,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
157,1074606569,8D346185EA466864013C08,8D346185EA466864013C08AAC634
158,1074606570,8D346185EA466864013C08,8D346185EA466864013C08AAC634
159,1075486618,8D346185E109A600000000,8D346185E109A600000000600B1D
160,1077120060,8D34618558B9656E93FAF6,8D34618558B9656E93FAF632667F
161,1077480064,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
162,1077480065,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
163,1080805275,8D34618558B9656EE5FAE4,8D34618558B9656EE5FAE432667F
164,1081285275,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
165,1081285276,8D346185990CBA33D00416,8D346185990CBA33D004166C4C70
166,1085155250,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
167,1087075235,8D346185F82300060049B8,8D346185F82300060049B8870A57
168,1087075236,8D346185F82300060049B8,8D346185F82300060049B8870A57
169,1089147715,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
170,1091987710,8D34618558B9656FD3FAB0,8D34618558B9656FD3FAB0CD9276
171,1093059497,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
172,1093059498,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
173,1093779538,8D346185EA466864013C08,8D346185EA466864013C08AAC634
174,1095499506,8D34618558B961EFDDFA7D,8D34618558B961EFDDFA7DF2A2B6
175,1096889163,8D346185990CBB33D00816,8D346185990CBB33D008166241F0
176,1099689144,8D34618558B961F037FA69,8D34618558B961F037FA690DE226
177,1103093479,8D346185EA466864013C08,8D346185EA466864013C08AAC634
178,1103093480,8D346185EA466864013C08,8D346185EA466864013C08AAC634
179,1103613426,8D34618558B96570D1FA78,8D34618558B96570D1FA7832D2E6
180,1103653452,8D3461852358C1F6DF71A0,8D3461852358C1F6DF71A0FE4816
181,1104013434,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
182,1105404875,8D346185F82300060049B8,8D346185F82300060049B8870A57
183,1107205050,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
184,1110791216,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
185,1110831304,8D34618558B961F133FA31,8D34618558B961F133FA31F2162F
186,1118419591,8D34618558B961F1D9FA0C,8D34618558B961F1D9FA0CF2162F
187,1121897390,8D34618558B9657263FA1F,8D34618558B9657263FA1F32CEFD
188,1121937233,8D346185990CBB33D80416,8D346185990CBB33D804166241F0
189,1129452226,8D34618558B9657307F9FB,8D34618558B9657307F9FBCD3AF4
190,1131332239,8D346185EA466864013C08,8D346185EA466864013C08AAC634
191,1133171691,8D34618558B9657359F9E9,8D34618558B9657359F9E9CD3AF4
192,1137010684,8D34618558B96573ABF9D7,8D34618558B96573ABF9D7CD3AF4
193,1137450686,8D346185990CBC33D80416,8D346185990CBC33D80416486170
194,1141208038,8D34618558B9657405F9C3,8D34618558B9657405F9C332EAD0
195,1149317762,8D34618558B961F485F974,8D34618558B961F485F9740DDA10
196,1151677769,8D346185E109A600000000,8D346185E109A600000000600B1D
197,1160803254,8D34618558B96575AFF964,8D34618558B96575AFF964CD1ED9
198,1162843238,8D346185990CBC33D80416,8D346185990CBC33D80416486170
199,1166999955,8D346185990CBC33D80416,8D346185990CBC33D80416486170
200,1169189289,8D346185EA466864013C08,8D346185EA466864013C08AAC634
201,1169189290,8D346185EA466864013C08,8D346185EA466864013C08AAC634
202,1170709157,8D346185990CBC33D00416,8D346185990CBC33D00416486170
203,1172582061,8D34618558B961F689F901,8D34618558B961F689F9010DC60B
204,1189869019,8D346185990CBB33D00816,8D346185990CBB33D008166241F0
205,1197304892,8D346185EA466864013C08,8D346185EA466864013C08AAC634
206,1204533767,8D34618558B9657965F892,8D34618558B9657965F892CD5683
207,1223876578,8D34618558B9757B07F836,8D34618558B9757B07F8362D9298
208,1225425800,8D346185E109A600000000,8D346185E109A600000000600B1D
209,1227905802,8D346185990CBB33D00816,8D346185990CBB33D008166241F0
210,1234694270,8D346185EA466864013C08,8D346185EA466864013C08AAC634
211,1235774273,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
212,1246988883,8D346185990CBB33D00416,8D346185990CBB33D004166241F0
213,1328700544,8D346185990CBB33F00816,8D346185990CBB33F008166241F0
214,1331700488,8D34618558B9758433F631,8D34618558B9758433F631D79618
215,1335173289,8D346185990CBB33F00816,8D346185990CBB33F008166241F0
216,1339594233,8D346185990CBB33F00816,8D346185990CBB33F008166241F0
217,1346525973,8F3B75275941D1D499DC56,8F3B75275941D1D499DC56065D78
218,1348864979,8D3B752799909D0ED06C13,8D3B752799909D0ED06C1385E35F
219,1358244689,8D3B7527594315559BDD5E,8D3B7527594315559BDD5EA51D41
220,1358244690,8D3B7527594315559BDD5E,8D3B7527594315559BDD5EA51D41
221,1358843572,8D34618558B9758681F5AE,8D34618558B9758681F5AED78A03
222,1361547098,8D3B752799909E0EF06C13,8D3B752799909E0EF06C1397F5DF
223,1362242848,8D34618558B97586CBF59E,8D34618558B97586CBF59ED78A03
224,1362282901,8D3B7527594321D4FDDC97,8D3B7527594321D4FDDC97BB4581
225,1363282998,8D346185990CBC33F00816,8D346185990CBC33F00816486170
226,1365970553,8D3B752759433555C9DD7C,8D3B752759433555C9DD7C9B5948
227,1365970554,8D3B752759433555C9DD7C,8D3B752759433555C9DD7C9B5948
228,1369685699,8D3B752759434555E1DD8C,8D3B752759434555E1DD8C394D53
229,1369799508,8D346185F82300060049B8,8D346185F82300060049B8870A57
230,1370119411,8D34618558B9758777F578,8D34618558B9758777F578287E0A
231,1373519487,8D34618558B97587C1F568,8D34618558B97587C1F568287E0A
232,1373919521,8D346185990CBC33F00816,8D346185990CBC33F00816486170
233,1375159620,8D346185EA466864013C08,8D346185EA466864013C08AAC634
234,1377353638,8D34618558B972083BF512,8D34618558B972083BF512FAF802
235,1377913732,8D346185990CBC33F00816,8D346185990CBC33F00816486170
236,1378059014,8D4CA6C4231493B55C7820,8D4CA6C4231493B55C78203660BB
237,1381220077,8D346185990CBC33F00816,8D346185990CBC33F00816486170
238,1385016373,8D34618558B97588C1F52F,8D34618558B97588C1F52FD7DE42
239,1388446284,8D346185990CBC33F00416,8D346185990CBC33F00416486170
240,1389246289,8D34618558B975891BF51B,8D34618558B975891BF51B282A4B
241,1389279719,8D3B7527594385565FDDDB,8D3B7527594385565FDDDB433D77
242,1392453839,8D3B7527594391D5BFDD13,8D3B7527594391D5BFDD13633DA5
243,1394390328,8D4CA6C4EA466858013C08,8D4CA6C4EA466858013C08CCAC95
244,1396881558,8D34618558B97209EDF4B1,8D34618558B97209EDF4B1050C0B
245,1397246461,8D4CA6C4990CAC35D80415,8D4CA6C4990CAC35D80415CF9ECE
246,1401466886,8D4CA6C4990CAC35D80415,8D4CA6C4990CAC35D80415CF9ECE
247,1404904336,8D4CA6C458B981CFCFFB7A,8D4CA6C458B981CFCFFB7A2FBCAA
248,1407639266,8D34618558B9720AD7F47D,8D34618558B9720AD7F47DFAE419
249,1408718855,8D4CA6C458B98550E9FB87,8D4CA6C458B98550E9FB87EFCCFA
250,1408980864,8D4CA6C4990CAC35D80415,8D4CA6C4990CAC35D80415CF9ECE
251,1412594749,8D4CA6C4990CAC35D80415,8D4CA6C4990CAC35D80415CF9ECE
252,1413336992,8D4CA6C4EA466858013C08,8D4CA6C4EA466858013C08CCAC95
253,1415234876,8D4CA6C4F82300020049B8,8D4CA6C4F82300020049B8E031F2
254,1416549330,8D4CA6C4231493B55C7820,8D4CA6C4231493B55C78203660BB
255,1418690305,8F3B75275943F5571FDE52,8F3B75275943F5571FDE52E36921
256,1422689173,8F3B7527594501D689DD91,8F3B7527594501D689DD91545051
257,1444764684,8F3B752759456557CFDEBE,8F3B752759456557CFDEBED65883
258,1457758009,8F3B752799109F0FF07414,8F3B752799109F0FF0741471BCBF
259,1466842735,8D3B75275945D5585FDF16,8D3B75275945D5585FDF16F3C0A2
260,1484675772,8D3B7527594731D82DDE93,8D3B7527594731D82DDE936C84DF
261,1486395473,8D3B752759474558E1DF65,8D3B752759474558E1DF65F1A004
262,1490533101,8D3B7527594751D853DEAA,8D3B7527594751D853DEAA2E48C4
263,1527330885,8F3B752799109A0F707814,8F3B752799109A0F70781447873F
264,1530468468,8F3B7527594931D959DF4C,8F3B7527594931D959DF4C2C9F1C
265,1547196688,8F3B7527F8120006005ABC,8F3B7527F8120006005ABC82B747
266,1555588107,8F3B752799109B0F905814,8F3B752799109B0F905814498ABF
267,1559575004,8F3B752799109B0F905414,8F3B752799109B0F905414498ABF
268,1562433834,8F3B7527210D4373E31DA0,8F3B7527210D4373E31DA0491B04
269,1565736024,8F3B75275949C55ADFE09E,8F3B75275949C55ADFE09EB743F1
270,1567479625,8F3B75275949C1DA4BDFE2,8F3B75275949C1DA4BDFE2887331
271,1568967171,8F3B752799109C0F905414,8F3B752799109C0F90541463AA3F
272,1571630450,8F3B75275949D55B07E0B6,8F3B75275949D55B07E0B6A86FF8
273,1573794535,8D40779658B981E3D00CF1,8D40779658B981E3D00CF1C9F659
274,1574877403,8D3B7527F8120006005ABC,8D3B7527F8120006005ABC7F0303
275,1580709868,8D3B7527210D4373E31DA0,8D3B7527210D4373E31DA0B4AF40
276,1594412496,8D3B7527594B255B9BE111,8D3B7527594B255B9BE111157701
277,1599691379,8D3B7527594B355BBDE126,8D3B7527594B355BBDE126F5AF01
278,1603425403,8D3B7527594B555BD7E136,8D3B7527594B555BD7E136B7631A
279,1610235016,8D3B7527594B655C03E151,8D3B7527594B655C03E151962F37
280,1611266798,8D3B752799109E0FB06414,8D3B752799109E0FB0641482057B
281,1613848978,8D3B7527594B755C1BE160,8D3B7527594B755C1BE16076F737
282,1624448758,8F3B7527594BB55C61E18B,8F3B7527594BB55C61E18B0EDB45
283,1625584420,8F3B752799109E0FB06C14,8F3B752799109E0FB06C147FB13F
284,1627863888,8F3B752799109E0FB07014,8F3B752799109E0FB070147FB13F
285,1629683799,8F3B752799109E0FB07015,8F3B752799109E0FB070157FB13F
286,1633291400,8D407796F82300030049B8,8D407796F82300030049B8F806E2
287,1633518998,8F3B752799109E0FB07014,8F3B752799109E0FB070147FB13F
288,1633691404,8D40779658B971E90C0BF5,8D40779658B971E90C0BF5929E11
289,1634374801,8F3B7527594BE55CA3E1B4,8F3B7527594BE55CA3E1B4928B57
290,1636622420,8F3B752799109E0FB06C14,8F3B752799109E0FB06C147FB13F
291,1638102058,8F3B7527594BF55CB9E1C1,8F3B7527594BF55CB9E1C1725357
292,1640575248,8F3B752799109E0FB06C14,8F3B752799109E0FB06C147FB13F
293,1641702837,8F3B7527594D055CD1E1D1,8F3B7527594D055CD1E1D105AEEE
294,1645762805,8D407796990CA034700417,8D407796990CA0347004179FF3DE
295,1647622800,8F3B7527594D11DC61E12D,8F3B7527594D11DC61E12DDA462E
296,1647854751,8F3B752799109E0FB06815,8F3B752799109E0FB068157FB13F
297,1651243946,8F3B752799109E0FB06814,8F3B752799109E0FB068147FB13F
298,1652938186,8F3B752799109E0FB06814,8F3B752799109E0FB068147FB13F
299,1653218018,8F3B7527594D31DC87E144,8F3B7527594D31DC87E144E40227
300,1656485926,8F3B7527210D4373E31DA0,8F3B7527210D4373E31DA0491B04
301,1657373710,8F3B752799109E0FB06414,8F3B752799109E0FB064147FB13F
302,1657373711,8F3B752799109E0FB06414,8F3B752799109E0FB064147FB13F
303,1658997396,8F3B7527594D555D43E217,8F3B7527594D555D43E217660AF5
304,1659005337,8F3B7527F8120006005ABC,8F3B7527F8120006005ABC82B747
305,1659341242,8F3B752799109E0FB06414,8F3B752799109E0FB064147FB13F
306,1663430651,8F3B752799109E0FB06414,8F3B752799109E0FB064147FB13F
307,1666054567,8F3B7527594D71DCDBE17A,8F3B7527594D71DCDBE17A988A35
308,1666950371,8F3B752799109E0FB06014,8F3B752799109E0FB060147FB13F
309,1666950372,8F3B752799109E0FB06014,8F3B752799109E0FB060147FB13F
310,1669612117,8F3B7527594D755D89E241,8F3B7527594D755D89E241584EFC
311,1673795120,8F3B7527594D91DD0FE199,8F3B7527594D91DD0FE199DCA203
312,1674315021,8F3B752799109F0FD05C14,8F3B752799109F0FD05C1471BCBF
313,1677819574,8F3B752799109F0FD05C15,8F3B752799109F0FD05C1571BCBF
314,1677819575,8F3B752799109F0FD05C15,8F3B752799109F0FD05C1571BCBF
315,1679699136,8F3B752799109F0FD05C15,8F3B752799109F0FD05C1571BCBF
316,1681459662,8F3B752799109F0FD05C15,8F3B752799109F0FD05C1571BCBF
317,1681459663,8F3B752799109F0FD05C15,8F3B752799109F0FD05C1571BCBF
318,1683291235,8F3B752799109F0FD05C14,8F3B752799109F0FD05C1471BCBF
319,1683291236,8F3B752799109F0FD05C14,8F3B752799109F0FD05C1471BCBF
320,1684067029,8F3B7527594DB55DE7E27C,8F3B7527594DB55DE7E27CDDD6CA
321,1686879401,8F3B7527F8120006005ABC,8F3B7527F8120006005ABC82B747
322,1687927124,8D3B7527594DC55DFFE28B,8D3B7527594DC55DFFE28B827695
323,1687927125,8D3B7527594DC55DFFE28B,8D3B7527594DC55DFFE28B827695
324,1689234295,8D3B75279910A00FD05C15,8D3B75279910A00FD05C1508D872
325,1691497752,8D3B7527594DD55E17E29A,8D3B7527594DD55E17E29A9D4687
326,1693572308,8D3B75279910A00FD05815,8D3B75279910A00FD0581508D872
327,1695180191,8D407796990CA134780417,8D407796990CA13478041791FE5E
328,1695603789,8D3B75279910A00FD05815,8D3B75279910A00FD0581508D872
329,1695995731,8D3B7527F8120006005ABC,8D3B7527F8120006005ABC7F0303
330,1695995732,8D3B7527F8120006005ABC,8D3B7527F8120006005ABC7F0303
331,1697182509,8D3B75279910A00FD05815,8D3B75279910A00FD0581508D872
332,1702555126,8D3B7527594F01DDCFE211,8D3B7527594F01DDCFE2112376E1
333,1710791031,8D3B7527594F21DE07E234,8D3B7527594F21DE07E234E2DAFA
334,1713500484,8D407796990CA134780416,8D407796990CA13478041691FE5E
335,1713991308,8D3B75279910A10FF05C15,8D3B75279910A10FF05C1506D5F2
336,1719708934,8D3B7527594F41DE43E25A,8D3B7527594F41DE43E25AA016E1
337,1720535076,8D407796990CA134780417,8D407796990CA13478041791FE5E
338,1723347640,8D3B7527594F51DE5DE269,8D3B7527594F51DE5DE26940CEE1
339,1732765474,8F3B7527210D4373E31DA0,8F3B7527210D4373E31DA0491B04
340,1737882818,8F3B7527594F91DEBDE2A6,8F3B7527594F91DEBDE2A638E293
341,1745105795,8F3B75279910A00FD06C15,8F3B75279910A00FD06C15F56C36
342,1745873702,8F3B7527594FB1DEF5E2C9,8F3B7527594FB1DEF5E2C906A69A
343,1749376256,8F3B7527594FC55F99E388,8F3B7527594FC55F99E388647648
344,1752063653,8F3B7527210D4373E31DA0,8F3B7527210D4373E31DA0491B04
345,1752889744,8F3B7527F8120006005ABC,8F3B7527F8120006005ABC82B747
346,1753225618,8F3B7527594FD55FB1E398,8F3B7527594FD55FB1E39884AE48
347,1754961222,8F3B7527594FE1DF31E2EE,8F3B7527594FE1DF31E2EE650281
348,1756399078,8F3B7527594FE1DF3BE2F5,8F3B7527594FE1DF3BE2F5650281
349,1760006208,8F3B752799109F0FB07815,8F3B752799109F0FB0781571BCBF
350,1760418785,8F3B7527595101DF55E304,8F3B7527595101DF55E30441C120
351,1761866455,8F3B752799109F0FB07815,8F3B752799109F0FB0781571BCBF
352,1764049963,8F3B752799109E0FB07815,8F3B752799109E0FB078157FB13F
353,1767477343,8F3B752799109E0FB07815,8F3B752799109E0FB078157FB13F
354,1768077178,8F3B7527595121DF87E324,8F3B7527595121DF87E3247F8529
355,1769974177,8F3B7527595135601FE3DD,8F3B7527595135601FE3DD5EECC9
356,1770518065,8F3B752799109E0FB07815,8F3B752799109E0FB078157FB13F
357,1771501843,8F3B7527210D4373E31DA0,8F3B7527210D4373E31DA0491B04
358,1777063386,8F3B7527595151DFC5E34B,8F3B7527595151DFC5E34BDD9132
359,1778287224,8F3B752799109E0F907415,8F3B752799109E0F9074157FB13F
360,1779079006,8F3B7527595165605BE401,8F3B7527595165605BE401C2BCDB
361,1786619350,8F3B7527595181E003E371,8F3B7527595181E003E371465024
