Timestamp,Trame Hexa
Timestamp,Trame Hexa
1712491647.6353693,8D3984775815A1E04FD82F932803
1712491648.100223,8D3984775815B560C9D926995E72
1712491648.5972376,8D3984775815C560BBD92A033861
1712491649.4561033,8D3984775815D1E017D83EC66438
1712491650.1132734,8D398477EA1B785E6B5C0873A871
1712491650.483008,8D398477581705607DD938E2597F
1712491651.5136337,8D39847799903C93B0C009182093
1712491651.8136053,8D398477581721DFD1D84BC721AE
1712491652.3234825,8D398477F8230002004ABCE2570F
1712491652.4467742,8D398477224D65F2C44620AF50C9
1712491652.716395,8D398477EA1B785E6B5C0873A871
1712491653.133511,8D398477581755602BD9439639AD
1712491653.547934,8D398477581771DF8FD8532049B6
1712491654.470193,8D39847799901C9510D80A41522F
1712491655.0058253,8D3984779990119550E00B8DD9FB
1712491656.0034244,8D3984775817A1DF5BD855220819
1712491657.6536906,8D3984779990059570EC0BBC780A
1712491658.1572616,8D3984775817D1DF3DD855523344
1712491658.956876,8D3984779990059570F40AD33803
1712491659.2075026,8D3984775817E55FB9D947DDCCD1
1712491659.798515,8D3984779994089570FC0B60A7D6
1712491660.6125422,8D3984775819155F9BD946FD1119
1712491660.970715,8D3984779994129551080C9A02A9
1712491661.259718,8D3984775819455F79D944313A36
1712491661.513275,8D3984775819555F69D9432302E2
1712491661.7282107,8D3984775819755F5BD9423E3F90
1712491662.2234173,8D398477F8230002004ABCE2570F
1712491662.6522465,8D39847799942794F1180AA0AF85
1712491663.1638422,8D3984775819B1DE9BD849312514
1712491663.603462,8D398477EA1B785E6B5C0873A871
1712491664.331373,8D398477224D65F2C44620AF50C9
1712491664.6447115,8D398477581B21DE55D83B4EBBB2
1712491664.9877026,8D398477581B455ED3D92AD71BD7
1712491666.0009828,8D39847799944E9311240A78AD1D
1712491666.311155,8D398477581B755EB5D92265E366
1712491666.7474396,8D398477581B81DE15D82A209DF8
1712491667.1151583,8D3984779994579291240A92A4BD
1712491667.5206916,8D398477581BB55E8DD915D5A892
1712491668.8924112,8D398477581BF55E65D9075CC50F
1712491670.8002424,8D398477581D31DDAFD803B04798
1712491671.7485964,8D3984779914778F91180A6F23AE
1712491672.1996374,8D398477581D61DD99D7F856E971
1712491673.6920583,8D3984779914838DF1140C5ADDCF
1712491674.153145,8D398477EA1B785E6B5C0873A871
1712491674.5378623,8D3984779914888D31140C276812
1712491674.8531356,8D398477581DE55DF5D8CB1326AA
1712491675.2426136,8D398477581DF1DD57D7CE3F74AC
1712491675.5977974,8D398477581F01DD4DD7C794D3D7
1712491676.0127034,8D3984779914918BD10C0C41A370
1712491676.7315078,8D398477EA1B785E6B5C0873A871
1712491677.9213364,8D398477581F81DD1DD79FBAEF48
1712491678.6514714,8D39847799149A8A91040C8D8353
1712491679.0127962,8D398477EA1B785E6B5C0873A871
1712491679.526037,8D398477581FD1DCFFD782A279A4
1712491680.7959402,8D398477582111DCDFD763C40A6F
1712491681.873792,8D3984779914A389D0E80D30731D
1712491682.442758,8D3984779914A489F0E40D34615E
1712491683.0318694,8D398477EA1B785E6B5C0873A871
1712491685.5073214,8D3984779914A68A50D40D3F97BA
1712491687.4265587,8D398477EA1B785E6B5C0873A871
1712491688.3001301,8D3984779914A78AF0C80D3B67F0
1712491688.529864,8D3984775821F55D11D7F71E5975
1712491689.6184068,8D398477EA1B785E6B5C0873A871
1712491689.9702094,8D398477582321DC57D6DEF377BC
1712491690.6026785,8D3984775823455CDDD7CACCE8EA
1712491691.553747,8D398477582351DC31D6BF7EFA38
1712491692.4099581,8D3984779914A88D30A80DDBC7B7
1712491694.9517446,8D398477F8230002004ABCE2570F
1712491695.3993309,8D3984775823E1DBC1D66C852704
1712491697.1861472,8D3984779914A68FB0A80E8BB97A
1712491699.5899982,8D3984775825455C11D738CE97BD
1712491702.2936301,8D398477582571DB3BD6178124A0
1712491702.9481754,8D3984779914A49150B00EDF4060
1712491703.5262601,8D3984775825B55BA7D6FB5F158D
1712491706.0289564,8D398477EA1B785E6B5C0873A871
1712491706.6226237,8D3984775827155B3DD6C4EDAC7E
1712491706.9421706,8D3984779914969430B00F3CD8B1
1712491707.7582645,8D39847799149194F0B40F6D2624
1712491708.3561978,8D398477224D65F2C44620AF50C9
1712491709.246639,8D398477582771DA31D597DF7B14
1712491712.4471722,8D3984775827E55A5DD674E62757
1712491713.5272024,8D3984779914729850C80E046974
1712491715.8545659,8D39847799146B98D0CC0EFDAB87
1712491716.2451046,8D3984775829255A13D66101A026
1712491716.6615505,8D3984779914649950D40F42706A
1712491717.3550627,8D398477582951D943D553A7D89D
1712491717.8549652,8D39847799145E99D0D80FAF980B
1712491718.8094118,8D3984775829955997D64875D186
1712491719.2944496,8D3984779914509A90E40E223D78
1712491719.5600555,8D3984775829C1D8C3D53B2E2C36
1712491720.8232613,8D3984779914439B30EC0EE3671D
1712491721.8209238,8D398477582B31D843D52AC751CE
1712491722.4380426,8D39847799142E9BF0F81110A8B4
1712491723.3548994,8D398477582B81D7EFD52196C839
1712491724.2288523,8D398477582BB5586BD62376205C
1712491730.2598586,8D398477582D71D707D516F40675
1712491731.8986351,8D398477F8230002004ABCE2570F
1712491732.445471,8D398477582F15572DD61D92021A
1712491743.0229774,8C3465D838EE558D215BD7AB3C9B
1712491743.8364632,8C3465D838EE558D215BD8549CD3
1712491745.211245,8C3465D82358F17835082081C3A4
1712491745.8671703,8C3465D838CE558D215BDAF0F611
1712491746.2807238,8C3465D838CE538B2D57D9EC8641
1712491746.5595312,8D398477F8230002004ABCE2570F
1712491746.8516648,8C3465D838CE538B2D57DA136E53
1712491748.945347,8C3465D82358F17835082081C3A4
1712491749.2110417,8C3465D838AE538B2D57DC00251C
1712491750.476249,8C3465D8388E558D1F5BDD625C39
1712491753.0071034,8C3465D82358F17835082081C3A4
1712491753.210158,8C3465D8382E558D1F5BDD57ED9F
1712491756.3655925,8C3465D8382E558D1F5BDD57ED9F
1712491757.4593663,8C3465D8382E538B2B57DCBD1BE5
1712491759.1155944,8C3465D8382E558D1F5BDD57ED9F
1712491759.9843943,8C3465D8382E558D1F5BDD57ED9F
1712491761.0829256,8C3465D8F9008603834A383601D6
1712491761.1743355,8C3465D8382E538B2B57DCBD1BE5
1712491761.868345,8C3465D8382E538B2B57DCBD1BE5
1712491764.9177244,8C3465D8F9008603834A383601D6
1712491765.69587,8C3465D8382E538B2B57DCBD1BE5
1712491766.0145402,8C3465D8382E538B2B57DCBD1BE5
1712491766.5103652,8C3465D8382E558D1F5BDD57ED9F
1712491766.9832072,8C3465D8382E538B2B57DCBD1BE5
1712491767.2645137,8C3465D8F9008603834A383601D6
1712491768.4915695,8C3465D8382E538B2B57DCBD1BE5
1712491770.1601481,8C3465D8382E538B2B57DCBD1BE5
1712491771.4257054,8C3465D8382E538B2B57DCBD1BE5
1712491773.2692301,8C3465D8382E538B2B57DCBD1BE5
1712491773.972202,8C3465D8382E538B2B57DCBD1BE5
1712491779.3621714,8C3465D82358F17835082081C3A4
1712491797.8288925,8C3465D8381E538B2B57DCB4AC54
1712491813.3942952,8C3465D8381E538B2B57DCB4AC54
1712491818.218835,8C3465D8381E558D1F5BDD5E5A2E
1712491833.824637,8C440175E1061C0000000078BFC1
1712491833.949574,8C4401753A6873893D58CD7FB631
1712491836.7286122,8C3465D8381E558D1F5BDD5E5A2E
1712491859.0408206,8C3465D8381E538B2D57DC9855D2
1712491861.0716398,8C3465D8F9008603834A383601D6
1712491867.3979766,8C3465D8381E638B2F57D72D900E
1712491869.1319883,8C3465D82358F17835082081C3A4
1712491870.2410038,8C3465D838DE638B3157D66BA55D
1712491873.9135728,8C3465D838EE638B3357D2798258
1712491874.2474024,8C3465D838EE638B3357D2798258
1712491874.4817612,8C3465D8F9008603834A383601D6
1712491875.6498039,8C3465D838FE638B3557CF07E63D
1712491877.0068004,8C3465D838FE638B3557CCF80E2F
1712491877.3175774,8C3465D838FE638B3757CCE3A6AD
1712491877.606735,8C3465D838FE638B3757CB1C7689
1712491881.770171,8C3465D8390E638B3957C65282D6
1712491887.2404401,8D44035258072562C9D70DA1284A
1712491888.0863435,8D440352F80300060049B8CC28D0
1712491888.336327,8D44035258075562B9D726DEF74F
1712491888.6086264,8D440352580761E235D6303F92E4
1712491889.9282932,8D440352580791E221D6503E1089
1712491890.4643703,8D4403529908A18630C007C9CD7B
1712491890.589283,8D4403525807B56297D75E027BC5
1712491890.9131248,8D4403529908A18630C006363972
1712491891.5431406,8D440352F80300060049B8CC28D0
1712491891.9052253,8D440352EA0DC85C013C0053DD9B
1712491892.1395547,8D4403529908A28630C806434A20
1712491892.3615022,8C3465D8394DD38B3757AD91E25B
1712491892.808474,8C3465D8394DC58D295BAF842670
1712491894.2125454,8C3465D8F9008603834B38380C56
1712491894.5250947,8D4403529908A28630CC087B2861
1712491894.8989077,8D440352EA0DC85C013C0053DD9B
1712491895.911391,8D4403529908A28630D006D3FE20
1712491897.0508249,8C3465D8395D938B2F57A74D1ADC
1712491897.8980024,8D440352EA0DC85C013C0053DD9B
1712491898.1932418,8D4403529908A28630DC089BF061
1712491898.7120478,8D440352EA0DC85C013C0053DD9B
1712491899.2074978,8D4403525809A56255D7CC265198
1712491899.9230497,8D4403529908A38630D8075F6CE7
1712491900.447203,8D4403529908A28650D8086C421A
1712491900.62749,8D4403525809F1E1C1D6F0AA9259
1712491901.3057487,8D4403529908A18690E00758F1F6
1712491901.9832442,8D4403529908A086F0E0086BDF0B
1712491902.1386905,8D440352F80300060049B8CC28D0
1712491902.9207668,8D440352E1122C000000001AC0DF
1712491904.224533,8D440352EA0DC85C013C0053DD9B
1712491904.56826,8D440352580BA1E17BD73E40DF6B
1712491905.355634,8D440352EA0DC85C013C0853ADF7
1712491906.717539,8D440352580BF1E155D75AB79D4A
1712491907.3632963,8D4403529908898C50DC08DF80CF
1712491907.9560194,8D440352EA0DC85C013C0853ADF7
1712491908.4716074,8D4403529908848D10D80851C448
1712491909.3932514,8D440352580D41E129D774E89582
1712491910.1383011,8F4403529908848D10D8071E86F0
1712491910.4038432,8F440352F82300060049B8D8BCF9
1712491910.7163854,8F440352580D51E119D77B0F43E3
1712491911.3583798,8F440352580D61E10FD781AAC3EA
1712491911.6136985,8F44035299087E8DD0D407C1B64A
1712491911.9098322,8F440352580D756187D87D4CC7E2
1712491912.3868744,8F4403529908788E90D008FAE101
1712491912.4805398,8F440352580D81E0F7D78C319D6D
1712491912.6728463,8F4403529908788E90CC07ADC349
1712491912.7491755,8F440352580D95616DD8883F5C00
1712491913.3117137,8F4403529908728F30CC07370572
1712491913.4367065,8F440352580DC1E0CFD79C055404
1712491913.7501912,8F44035299086C8FD0CC08CFE1D8
1712491913.9419496,8F440352580DD1E0C5D7A0419B5C
1712491914.2568164,8F440352EA0DC85C013C08E34F07
1712491914.5693352,8F4403529908669070CC08B2FFB3
1712491914.8458712,8F440352580DF1E0A9D7AAB6D99C
1712491915.0723379,8F4403529908669070CC074D5FFB
1712491915.2835019,8F440352580F05611FD8A4683AC7
1712491915.4964228,8F440352EA0DC85C013C08E34F07
1712491915.637065,8F440352580F11E08DD7B208A561
1712491916.3458836,8F4403529908579150CC088E8127
1712491916.9898863,8F4403529908579150C80749176F
1712491917.5992012,8F44035299085091D0C8085587E0
1712491917.9867034,8F44035299085091D0C407E27DA8
1712491918.5960348,8F4403529908489230C4086CA053
1712491919.3921444,8F440352EA0DC85C013C08E34F07
1712491920.4545746,8F440352580FA1E005D7D0A53B26
1712491920.921987,8F440352580FB1DFF7D7D3C550CC
1712491921.3389668,8F4403529908309330C0090B8FD9
1712491921.8292775,8F440352580FE56055D8CD988AB0
1712491922.201281,8F4403529908289370C009A98D1B
1712491923.8148537,8F4403525811056035D8D0B4C2A2
1712491925.2531571,8F440352EA0DC85C013C08E34F07
1712491926.3460884,8F440352F82300060049B8D8BCF9
1712491927.047962,8F440352581161DF4BD7DFA3B2CC
1712491927.5129933,8F440352581181DF2FD7DE7DEAF3
1712491928.7824202,8D4403525811A55F97D8D0E779C1
1712491929.1842682,8D4403522314A571DCD4A0897750
1712491930.5000827,8D440352F82300060049B8685E09
1712491930.609527,8D4403525811E1DEC7D7D60E4DA2
1712491931.559767,8D4403525811F1DEA5D7D2EAF58D
1712491932.5900247,8D440352990C2B93509C09A676D8
1712491933.3140278,8D440352990C32931094097712D4
1712491934.0170422,8D440352990C3992D08C0A4E0648
1712491934.7044158,8D440352F82300060049B8685E09
1712491935.09461,8D440352581361DE2DD7BA33E650
1712491935.9536693,8D440352581371DE0FD7B25DEE77
1712491937.1100075,8D440352990C4792508409AAA883
1712491938.0319624,8D440352581391DDEFD7A92268BB
1712491941.0615141,8D4403525813A1DDD5D7A0612B4D
1712491941.5215263,8D440352E1122C000000001AC0DF
1712491941.9987934,8D440352F82300060049B8685E09
1712491942.8419068,8D4403525813D1DD9BD78BC497FF
1712491943.3615131,8D440352EA0DC85C013C0853ADF7
1712491943.580226,8D4403525813F1DD81D7810DECD2
1712491944.110638,8D440352990C669050800A58DF39
1712491944.2668498,8D440352F82300060049B8685E09
1712491944.5793233,8D4403525815055DF9D86DF47DFA
1712491944.9448261,8D440352990C6890307C0A966DA9
1712491945.4604146,8D440352581511DD4BD76BFA83FE
1712491945.7429683,8D440352EA0DC85C013C0853ADF7
1712491946.3901305,8D4403525815255DC5D85755A210
1712491947.201013,8D440352990C6D8FF0780A0DA3A3
1712491947.4666188,8D440352EA0DC85C013C0853ADF7
1712491947.997775,8D440352990C6D8FF07C09CA7DB1
1712491948.2633812,8D440352581561DCF1D744BB6FEB
1712491948.4977093,8D4403525815655D7BD837A5345A
1712491949.3729112,8D440352E1122C000000001AC0DF
1712491951.2783568,8D440352581591DCB3D728C1E018
1712491952.2048979,8D4403525815A55D3BD81B96656B
1712491955.575351,8D440352990C738F70740A8D393A
1712491956.0749004,8D4403522314A571DCD4A0897750
1712491956.2155862,8D440352990C748F706C0A14B950
1712491956.496771,8D440352E1122C000000001AC0DF
1712491957.0625305,8C3465D839BE638B5356E27F88EF
1712491957.794749,8D440352998C768F90580A40416C
1712491958.013485,8D440352998C768F90540A081B6C
1712491958.4354124,8D440352F82300060049B8685E09
1712491960.6378515,8C3465D839AE638B5F56CF75C768
1712491963.5922651,8D4403522314A571DCD4A0897750
1712491963.7327967,8D440352998C7C9070540AFFFD55
1712491965.4837675,8D440352998C7D9070540B030392
1712491966.9043293,8D4403525817955BC9D76F919D76
1712491969.2456298,8D4403525817A55B99D75996D151
1712491970.9165852,8C3465D839CE658D635AB71FDA15
1712491973.9359088,8D440352EA1B7864013C08747324
1712491974.498371,8C3465D839DE638B7B56A044A6D7
1712491975.433993,8C3465D839DE658D6F5AA414E0BB
1712491983.541538,8D4403525819555A33D6B3ED8681
1712491986.461514,8D4403522314A571DCD4A0897750
1712491987.5723827,8D440352EA1B7864013C08747324
1712492126.2897193,8C44046D3A0A458AE35CA23BBC8F
1712492136.6543045,8C44046D2314A578D4D6A09A30EF
1712492137.1125524,8C44046D39C9058B075CC09F46AE
1712492140.2091415,8C44046D39E8958B255CC5253118
1712492141.0075274,8C44046D39E8758B2F5CC7895EC0
1712492141.2090986,8C44046D39F8758B335CC7A028B4
1712492142.9591596,8C44046D3A08658B475CC901531F
1712492145.4744081,8C44046D3A18658B655CCDF27EEA
1712492147.145966,8C44046D3A1863897558D4B5AC45
1712492147.7178197,8C44046D3A1863897958D4EC5F49
1712492149.600098,8C44046D3A28658B7B5CD1647E47
1712492153.1027431,8F44046D3A38658B9B5CD6FB7C55
1712492153.3579664,8F44046DF9002602834938CDAE63
1712492160.411634,8F44046D3A1FD38A0758E13635CA
1712492169.0961902,8C44046D3A1EA58C295CC3743BB2
1712492183.7054129,8C44046D3A3E558C515C7B43AD65
1712492183.9282577,8C44046D3A3E558C535C795819FC
1712492184.5970995,8C44046D3A3E658C555C75255D00
1712492186.571194,8C44046DF9002602834938253DEB
1712492195.7255886,8C44046D39EED58C755C56A50A1E
1712492199.3919036,8C44046D39E8038AB95854E05AA6
1712492215.1384022,8F44046D2314A578D4D6A072A367
1712492292.2847493,8D3465D899209785F07C0790CC9F
1712492297.26831,8D3465D8EA0DC858017C0003D1EF
1712492297.4871016,8D3465D85807C1E233D6328BCC9A
1712492297.8798776,8D3465D85807D1E22DD639DBE79A
1712492298.2621984,8D3465D8EA0DC858017C0003D1EF
1712492298.5902429,8D3465D82358F178350820D9B2DC
1712492299.314977,8D3465D8580901E221D64E9FC210
1712492300.4008427,8D3465D8580911E217D65E1B4F97
1712492300.8324006,8D3465D899209485B0A006CDC5A0
1712492301.019828,8D3465D8EA0DC858017C0003D1EF
1712492302.3835256,8D3465D8580931E20FD66CC8CD3C
1712492303.5832062,8D3465D8580951E207D679FAA993
1712492304.375688,8D3465D89920938590A806F1E1E3
1712492304.6774158,8D3465D8F8030003004BB8D74AE5
1712492305.4439268,8D3465D8EA0DC858017C0003D1EF
1712492305.6877115,8D3465D89920938590A806F1E1E3
1712492306.0267625,8D3465D89920928590A8070D1F24
1712492306.3555758,8D3465D8580981E1F5D69817FE52
1712492307.0062594,8D3465D85809A5626BD7A382A19D
1712492307.4793117,8D3465D85809C1E1E3D6B3DAA98A
1712492307.96209,8D3465D85809D5625DD7BA5A423F
1712492308.5851357,8D3465D8F8030003004BB8D74AE5
1712492308.980337,8D3465D8EA0DC858017C0003D1EF
1712492311.1106436,8D3465D8EA0DC858017C0003D1EF
1712492312.0322015,8D3465D8580B61E19FD704681205
1712492312.9849687,8D3465D899207F8A10880764BD67
1712492313.5630546,8D3465D82358F178350820D9B2DC
1712492313.783355,8F3465D899207B8AF084084A0E31
1712492314.0967948,8F3465D8580B91E17BD71E237821
1712492314.8920987,8F3465D89920768BD080080BCECD
1712492317.752841,8F3465D899206B8D707C08683CFA
1712492318.219699,8F3465D8580BD1E141D73E0D38A2
1712492318.6258144,8F3465D89920668E107C08CCC8F2
1712492318.7971456,8F3465D8EA0DC858017C08B34373
1712492319.1878114,8F3465D8580BF561A5D8442B9C10
1712492319.4889362,8F3465D89920608ED07C08A60AA9
1712492320.1093032,8F3465D89920608ED07C0759AAE1
1712492320.5780766,8F3465D8580D11E101D758034EF3
1712492321.044206,8F3465D8F8230003004BB8C3DECC
1712492321.2317185,8F3465D8EA0DC858017C08B34373
1712492321.8131711,8F3465D8580D31E0DBD764803137
1712492322.23796,8F3465D899204D90907408CD68ED
1712492322.605925,8F3465D8580D456143D864368AAE
1712492323.0176208,8F3465D8580D51E0AFD7700692F6
1712492323.79372,8F3465D899204691306807038650
1712492324.0322986,8F3465D82358F17835082069502C
1712492324.2353792,8F3465D899203F91B068089E38AB
1712492324.5635571,8F3465D8EA0DC858017C08B34373
1712492324.9209814,8F3465D8580D71E077D77B4B49AF
1712492325.4933243,8F3465D8F8230003004BB8C3DECC
1712492325.9227092,8F3465D8580D81E059D7805F8717
1712492326.3607268,8F3465D8580D81E049D7837D2B15
1712492326.6707265,8F3465D8EA0DC858017C08B34373
1712492327.0300672,8F3465D899202992D07008879D61
1712492327.26437,8F3465D8580DA1E02DD7861B6B95
1712492327.762134,8F3465D8F8230003004BB8C3DECC
1712492328.188755,8F3465D8580DB56099D880396C17
1712492328.6028898,8F3465D8580DB5608BD880FF8085
1712492329.666906,8F3465D899201993507007E831F7
1712492330.0304084,8F3465D8580DC5606FD8827E0BEC
1712492331.6202297,8F3465D8992011937074078D2DAE
1712492332.0108838,8F3465D8580DD1DFC7D78D6B7C4B
1712492332.8393526,8F3465D899200893707408597DB8
1712492333.4017878,8F3465D899200893707807EE87F0
1712492333.6365461,8D3465D8EA0DC858017C0803A183
1712492333.8239868,8D3465D899240393707C08AFCA30
1712492334.8563905,8D3465D8580F156005D882E953A9
1712492335.2256978,8D3465D8580F11DF6BD78B80A9BA
1712492335.8716078,8D3465D8EA0DC858017C0803A183
1712492336.121568,8D3465D8580F355FDBD8803BB64F
1712492337.943742,8D3465D8EA0DC858017C0803A183
1712492338.1624813,8D3465D8580F655F8FD877533085
1712492339.072786,8D3465D8EA0DC858017C0803A183
1712492339.1822271,8D3465D8F8230003004BB8733C3C
1712492339.7197504,8D3465D8580F955F61D86FDDAEC0
1712492340.3767867,8D3465D8EA0DC858017C0803A183
1712492341.2856717,8D3465D899244191B09008AFEC4A
1712492341.8169613,8D3465D8580FD55F17D85D2019DE
1712492342.3446674,8D3465D8580FD1DE79D7622F5887
1712492342.9372473,8D3465D899245090B094088F8137
1712492343.327762,8D3465D8580FF55EEFD851FC93D9
1712492344.0232725,8D3465D899245690509408A03F45
1712492345.3324018,8D3465D899245A8FD0980925CDAA
1712492346.3331711,8D3465D899245A8FD09808DA39A3
1712492346.5831552,8D3465D85811155ECDD84641E76C
1712492347.2518394,8D3465D899245A8FD094089263A3
1712492349.3056872,8D3465D85811455EA1D835D8C561
1712492349.728358,8D3465D8EA1B7858017C08BBCEB5
1712492350.2277284,8D3465D8991C638F109408E761C7
1712492350.6963701,8D3465D8F8230003004BB8733C3C
1712492351.0112097,8D3465D8991C648ED09408A55401
1712492351.2768707,8D3465D899A4668EB094095DA195
1712492352.682238,8D3465D899A4678E909408E4237B
1712492352.8730953,8D3465D85811B1DDA3D70EFFE476
1712492355.4361129,8D3465D899A4688E509808DDE79E
1712492356.6251318,8D3465D899A4688E509008AD8B9E
1712492360.9580913,8D3465D8581361DCFFD6C5B27271
1712492364.24283,8D3465D899A46A8E307C0968684F
1712492368.2282536,8D3465D8EA1B7858017C08BBCEB5
1712492380.4742,8D3465D8581701DB31D5F4277E42
1712492381.0090294,8D3465D8F8230003004BB8733C3C
1712492381.9746025,8D3465D8581721DB01D5DF204675
1712492382.5723295,8D3465D8EA1B7858017C08BBCEB5
1712492382.9628556,8D3465D8581721DAE9D5D4BF0186
1712492383.5731175,8D3465D8581731DAD3D5CA622B4C
1712492383.7527103,8D3465D899246F8F50480A0BB5F5
1712492384.3680809,8D3465D89924708F70480A6F0726
1712492384.930614,8D3465D8581751DAA3D5B52E0327
1712492388.0791821,8D3465D85817655B11D6A122FF73
1712492470.226805,8D4B1A2499089C8630A8061B8B03
1712492471.9455523,8D4B1A2499089C8650B4067C8D78
1712492474.807167,8D4B1A245807A562BDD71DA75A38
1712492476.3948064,8D4B1A245807D1E22BD63AD217E8
1712492476.8720741,8D4B1A24EA0DC858013C00A5B81B
1712492477.1063554,8D4B1A2499089A86509407B703DC
1712492477.215799,8D4B1A245807E1E221D6490BA258
1712492477.9518056,8D4B1A245809056299D7565A8E01
1712492478.9676125,8D4B1A24580911E20FD668734D2C
1712492479.5786288,8D4B1A2499089B8630A407A51160
1712492479.8641047,8D4B1A24EA0DC858013C00A5B81B
1712492480.082887,8D4B1A2499089B8630AC07D57D60
1712492480.2859552,8D4B1A24F80300030049B811B003
1712492480.7703383,8D4B1A24EA0DC858013C00A5B81B
1712492481.092498,8D4B1A245809756271D79379A3E0
1712492482.1646729,8D4B1A245809956267D7A2AFB25E
1712492482.955263,8D4B1A245809B1E1DDD6B6B6A144
1712492484.015495,8D4B1A2499089A8650B007B171D5
1712492484.9541337,8D4B1A24F80300030049B811B003
1712492488.865626,8D4B1A249908958810B00972AEA7
1712492489.9445355,8D4B1A242315A4F5C906A0162108
1712492492.3676083,8F4B1A24580BC561D9D82F16611F
1712492493.0263352,8F4B1A2499087E8CF0B0098C09A6
1712492493.2139344,8F4B1A24580BE561C3D83C207E8F
1712492493.759115,8F4B1A24580D01E12BD74ED9B1A3
1712492494.5282416,8F4B1A24580D256199D850862A33
1712492494.7721958,8F4B1A24F82300030049B805242A
1712492495.182806,8F4B1A24EA0DC858013C08152A87
1712492495.8233507,8F4B1A2499086D8F10AC0948BF37
1712492496.4960377,8F4B1A2499086D8F10AC08B74B3E
1712492496.8866913,8F4B1A24580D51E0E3D76DF024C5
1712492497.2189507,8F4B1A24580D65615DD86812654C
1712492497.732256,8F4B1A24EA0DC858013C08152A87
1712492498.5140085,8F4B1A24580D81E0B3D77D2FF436
1712492499.0914273,8F4B1A2499085990D0A4083620DA
1712492499.579562,8F4B1A24580DA5611DD87A204154
1712492500.3747134,8F4B1A24F82300030049B805242A
1712492500.999727,8F4B1A24EA0DC858013C08152A87
1712492501.9713402,8F4B1A24580DC56101D881FD20BE
1712492502.403597,8F4B1A2499084B91B0A009232287
1712492502.9973798,8F4B1A2499084B91B0A008DCD68E
1712492503.33059,8F4B1A24580DE1E05DD791EEC964
1712492503.653789,8F4B1A24580DF560D7D88AE9F1DA
1712492503.8454454,8F4B1A249908449230A0085BB7CC
1712492504.0900512,8F4B1A24EA0DC858013C08152A87
1712492504.4444175,8F4B1A24580F11E023D79B425372
